bench_id,month,hour,shade_frac
11435997065,3,7,0.0000
11435997066,3,7,0.0000
11435997067,3,7,0.0000
11435997068,3,7,0.0000
11435997095,3,7,0.0000
11435997096,3,7,0.0000
11435997097,3,7,0.0000
11435997102,3,7,0.0000
11435997103,3,7,0.0000
11435997104,3,7,0.0000
11435997149,3,7,0.0000
11435997150,3,7,0.0000
11435997151,3,7,0.0000
11435997241,3,7,0.0000
11435997242,3,7,0.0000
11435997243,3,7,0.0000
11435997244,3,7,0.0000
11435997245,3,7,0.0000
11435997250,3,7,0.0000
11435997251,3,7,0.0000
11435997252,3,7,0.0000
11435997431,3,7,0.0000
11435997432,3,7,0.0000
11435997433,3,7,0.0000
11435997434,3,7,0.0000
11435997435,3,7,0.0000
11435997436,3,7,0.0000
11435997437,3,7,0.0000
11435997438,3,7,0.0000
11435997439,3,7,0.0000
11435997440,3,7,0.0000
11435997441,3,7,0.0000
11435997442,3,7,0.0000
11435997443,3,7,0.0000
11435997444,3,7,0.0000
11435997445,3,7,0.0000
11435997446,3,7,0.0000
11435997447,3,7,0.0000
11435997448,3,7,0.0000
11435997449,3,7,0.0000
11436260396,3,7,0.0000
11436260397,3,7,0.0000
11436260398,3,7,0.0000
11436260399,3,7,0.0000
11436266180,3,7,0.0000
11436266181,3,7,0.0000
11436266182,3,7,0.0000
11436266183,3,7,0.0000
11436266184,3,7,0.0000
11436266185,3,7,0.0000
11436266188,3,7,0.0000
11436266189,3,7,0.0000
11436266190,3,7,0.0000
11436266191,3,7,0.0000
11436266192,3,7,0.0000
11436266197,3,7,0.0000
11436266198,3,7,0.0000
11436266199,3,7,0.0000
11436266200,3,7,0.0000
11436266201,3,7,0.0000
11436266202,3,7,0.0000
11436266203,3,7,0.0000
11436266204,3,7,0.0000
11436266205,3,7,0.0000
11436266283,3,7,0.0000
11436266284,3,7,0.0000
11436266285,3,7,0.0000
11436266286,3,7,0.0000
11436266287,3,7,0.0000
11436266315,3,7,0.0000
11436266316,3,7,0.0000
11436266317,3,7,0.0000
11436266320,3,7,0.0000
11436266321,3,7,0.0000
11436266322,3,7,0.0000
11436266331,3,7,0.0000
11436266332,3,7,0.0000
11436266333,3,7,0.0000
11436266340,3,7,0.0000
11436266341,3,7,0.0000
11436266342,3,7,0.0000
11436266356,3,7,0.0000
11436266357,3,7,0.0000
11436266358,3,7,0.0000
11436266359,3,7,0.0000
11436266520,3,7,1.0000
11436266521,3,7,0.0000
11436266522,3,7,0.0000
11436266524,3,7,1.0000
11436266525,3,7,1.0000
11436266526,3,7,1.0000
11436266527,3,7,0.0000
11436266528,3,7,0.0000
11436266529,3,7,0.0000
11436266602,3,7,0.0000
11436266603,3,7,0.0000
11436266644,3,7,0.0000
11436266645,3,7,0.0000
11436266646,3,7,0.0000
11436266650,3,7,0.0000
11436266651,3,7,0.0000
11436266652,3,7,0.0000
11436266653,3,7,0.0000
11436266679,3,7,0.0000
11436266680,3,7,0.0000
11436266681,3,7,0.0000
11436266682,3,7,0.0000
11436266683,3,7,0.0000
11436266684,3,7,0.0000
11436266736,3,7,0.0000
11436266737,3,7,0.0000
11436266739,3,7,0.0000
11436266740,3,7,0.0000
11436266741,3,7,0.0000
11436266742,3,7,0.0000
11436266743,3,7,0.0000
11436266744,3,7,0.0000
11436266745,3,7,0.0000
11436266752,3,7,0.0000
11436266753,3,7,0.0000
11436266754,3,7,0.0000
11436266824,3,7,0.0000
11436266825,3,7,0.0000
11436266826,3,7,0.0000
11436266827,3,7,0.0000
11436266828,3,7,0.0000
11436266830,3,7,0.0000
11436266831,3,7,0.0000
11436266863,3,7,0.0000
11436266864,3,7,0.0000
11436266866,3,7,0.0000
11436266867,3,7,0.0000
11436266917,3,7,0.0000
11436266918,3,7,0.0000
11436266919,3,7,0.0000
11436266921,3,7,0.0000
11436266922,3,7,0.0000
11436266923,3,7,0.0000
11436266924,3,7,0.0000
11436266925,3,7,0.0000
11436266926,3,7,0.0000
11436266929,3,7,0.0000
11436266930,3,7,0.0000
11436266931,3,7,0.0000
11436266939,3,7,0.0000
11436266940,3,7,0.0000
11436266941,3,7,0.0000
11436267002,3,7,0.0000
11436267003,3,7,0.0000
11436267004,3,7,0.0000
11436267005,3,7,0.0000
11436267006,3,7,0.0000
11436267007,3,7,0.0000
11436267008,3,7,0.0000
11436267011,3,7,0.0000
11436267012,3,7,0.0000
11436267013,3,7,0.0000
11436267014,3,7,0.0000
11436267015,3,7,0.0000
11436267016,3,7,0.0000
11436596614,3,7,0.0000
11436596615,3,7,0.0000
11436596616,3,7,0.0000
11436596617,3,7,0.0000
11436609584,3,7,0.0000
11436609585,3,7,0.0000
11436609586,3,7,0.0000
11436609587,3,7,0.0000
11436609588,3,7,0.0000
11436609589,3,7,0.0000
11436609591,3,7,0.0000
11436609592,3,7,0.0000
11436609593,3,7,0.0000
11436609606,3,7,0.0000
11436609607,3,7,0.0000
11436609608,3,7,0.0000
11436609609,3,7,0.0000
11436609610,3,7,0.0000
11436609611,3,7,0.0000
11436609630,3,7,0.0000
11436609631,3,7,0.0000
11436609632,3,7,0.0000
11436609636,3,7,0.0000
11436609637,3,7,0.0000
11436609638,3,7,0.0000
11436609639,3,7,0.0000
11436609640,3,7,0.0000
11436609648,3,7,0.0000
11436609649,3,7,0.0000
11436609650,3,7,0.0000
11436609653,3,7,0.0000
11436609654,3,7,0.0000
11436609655,3,7,0.0000
11436610697,3,7,0.0000
11436610698,3,7,0.0000
11436610699,3,7,0.0000
11436610710,3,7,0.0000
11436610711,3,7,0.0000
11436610712,3,7,0.0000
11436610713,3,7,0.0000
11436610714,3,7,0.0000
11436610715,3,7,0.0000
11436610716,3,7,0.0000
11436610717,3,7,0.0000
11436610777,3,7,0.0000
11436610778,3,7,0.0000
11436610779,3,7,0.0000
11436610802,3,7,0.0000
11436610803,3,7,0.0000
11436610804,3,7,0.0000
11436610805,3,7,0.0000
11436610806,3,7,0.0000
11436610807,3,7,0.0000
11436610952,3,7,0.0000
11436610953,3,7,0.0000
11436610954,3,7,0.0000
11436610955,3,7,0.0000
11436610956,3,7,0.0000
11436610957,3,7,0.0000
11436610985,3,7,0.0000
11436610986,3,7,0.0000
11436610987,3,7,0.0000
11436611007,3,7,0.0000
11436611008,3,7,0.0000
11436611009,3,7,0.0000
11436611010,3,7,0.0000
11436611011,3,7,0.0000
11436611012,3,7,0.0000
11436611013,3,7,0.0000
11436611014,3,7,0.0000
11436611019,3,7,0.0000
11436611020,3,7,0.0000
11436611021,3,7,0.0000
11436611023,3,7,0.0000
11436611024,3,7,0.0000
11436611025,3,7,0.0000
11436611069,3,7,0.0000
11436611070,3,7,0.0000
11436611071,3,7,0.0000
11436611072,3,7,0.0000
11436611073,3,7,0.0000
11436611074,3,7,0.0000
11436611075,3,7,0.0000
11436611076,3,7,0.0000
11436611078,3,7,0.0000
11436611079,3,7,0.0000
11436611080,3,7,0.0000
11436611081,3,7,0.0000
11436611082,3,7,0.0000
11436611083,3,7,0.0000
11436611085,3,7,0.0000
11436611086,3,7,0.0000
11436611087,3,7,0.0000
11436611088,3,7,0.0000
11436611089,3,7,0.0000
11436611090,3,7,0.0000
11436611091,3,7,0.0000
11436611095,3,7,0.0000
11436611096,3,7,0.0000
11436611097,3,7,0.0000
11436611103,3,7,0.0000
11436611104,3,7,0.0000
11436611105,3,7,0.0000
11436611106,3,7,0.0000
11436611107,3,7,0.0000
11436611108,3,7,0.0000
11436611109,3,7,0.0000
11436611110,3,7,0.0000
11436611111,3,7,0.0000
11436611112,3,7,0.0000
11436611113,3,7,0.0000
11436611320,3,7,0.0000
11436611321,3,7,0.0000
11436611322,3,7,0.0000
11436611348,3,7,0.0000
11436611349,3,7,0.0000
11436611350,3,7,0.0000
11436611351,3,7,0.0000
11436611352,3,7,0.0000
11436611353,3,7,0.0000
11436611357,3,7,0.0000
11436611358,3,7,0.0000
11436611359,3,7,0.0000
11436611360,3,7,0.0000
11436611361,3,7,0.0000
11436611362,3,7,0.0000
11436611363,3,7,0.0000
11436611364,3,7,0.0000
11436611365,3,7,0.0000
11435810926,3,8,1.0000
11435810927,3,8,1.0000
11435810928,3,8,1.0000
11435810929,3,8,1.0000
11435810930,3,8,1.0000
11435810931,3,8,1.0000
11435811010,3,8,0.2500
11435811011,3,8,0.0000
11435811013,3,8,1.0000
11435811014,3,8,1.0000
11435811015,3,8,1.0000
11435811020,3,8,1.0000
11435811021,3,8,1.0000
11435811022,3,8,1.0000
11435989729,3,8,0.5000
11435989730,3,8,0.5000
11435989739,3,8,1.0000
11435989740,3,8,1.0000
11435989741,3,8,1.0000
11435989742,3,8,0.5000
11435989743,3,8,0.5000
11435989744,3,8,0.7500
11435989746,3,8,1.0000
11435989747,3,8,1.0000
11435989748,3,8,1.0000
11435989749,3,8,1.0000
11435989750,3,8,1.0000
11435989751,3,8,1.0000
11435996877,3,8,1.0000
11435996878,3,8,1.0000
11435996879,3,8,0.7500
11435996880,3,8,1.0000
11435996881,3,8,0.7500
11435996882,3,8,0.7500
11435996884,3,8,0.5000
11435996885,3,8,0.5000
11435996886,3,8,0.5000
11435996911,3,8,0.7500
11435996912,3,8,1.0000
11435996913,3,8,1.0000
11435996914,3,8,1.0000
11435996915,3,8,1.0000
11435996916,3,8,1.0000
11435996917,3,8,1.0000
11435996918,3,8,1.0000
11435996919,3,8,1.0000
11435996920,3,8,1.0000
11435996921,3,8,1.0000
11435996922,3,8,1.0000
11435996923,3,8,1.0000
11435996924,3,8,1.0000
11435996925,3,8,1.0000
11435996926,3,8,1.0000
11435996927,3,8,1.0000
11435996928,3,8,1.0000
11435996929,3,8,1.0000
11435996930,3,8,1.0000
11435996931,3,8,1.0000
11435996932,3,8,1.0000
11435996933,3,8,1.0000
11435996934,3,8,1.0000
11435996935,3,8,1.0000
11435996936,3,8,1.0000
11435996937,3,8,1.0000
11435996938,3,8,1.0000
11435996939,3,8,1.0000
11435996940,3,8,1.0000
11435996941,3,8,1.0000
11435996942,3,8,1.0000
11435996943,3,8,1.0000
11435996944,3,8,1.0000
11435996959,3,8,1.0000
11435996960,3,8,1.0000
11435996961,3,8,1.0000
11435996962,3,8,1.0000
11435996969,3,8,1.0000
11435996970,3,8,1.0000
11435996971,3,8,1.0000
11435996972,3,8,0.7500
11435996973,3,8,0.5000
11435996974,3,8,0.2500
11435996975,3,8,0.7500
11435996976,3,8,1.0000
11435997020,3,8,1.0000
11435997021,3,8,1.0000
11435997022,3,8,1.0000
11435997023,3,8,1.0000
11435997024,3,8,1.0000
11435997046,3,8,1.0000
11435997047,3,8,1.0000
11435997048,3,8,1.0000
11435997049,3,8,1.0000
11435997050,3,8,1.0000
11435997051,3,8,1.0000
11435997052,3,8,1.0000
11435997053,3,8,1.0000
11435997054,3,8,1.0000
11435997055,3,8,1.0000
11435997058,3,8,1.0000
11435997059,3,8,1.0000
11435997060,3,8,1.0000
11435997061,3,8,1.0000
11435997062,3,8,1.0000
11435997063,3,8,1.0000
11435997064,3,8,1.0000
11435997065,3,8,1.0000
11435997066,3,8,1.0000
11435997067,3,8,1.0000
11435997068,3,8,1.0000
11435997095,3,8,1.0000
11435997096,3,8,1.0000
11435997097,3,8,1.0000
11435997102,3,8,1.0000
11435997103,3,8,1.0000
11435997104,3,8,1.0000
11435997149,3,8,1.0000
11435997150,3,8,1.0000
11435997151,3,8,1.0000
11435997241,3,8,0.5000
11435997242,3,8,0.5000
11435997243,3,8,0.5000
11435997244,3,8,0.5000
11435997245,3,8,0.5000
11435997250,3,8,1.0000
11435997251,3,8,0.7500
11435997252,3,8,0.7500
11435997431,3,8,1.0000
11435997432,3,8,1.0000
11435997433,3,8,1.0000
11435997434,3,8,1.0000
11435997435,3,8,1.0000
11435997436,3,8,1.0000
11435997437,3,8,1.0000
11435997438,3,8,1.0000
11435997439,3,8,1.0000
11435997440,3,8,1.0000
11435997441,3,8,1.0000
11435997442,3,8,1.0000
11435997443,3,8,1.0000
11435997444,3,8,1.0000
11435997445,3,8,1.0000
11435997446,3,8,1.0000
11435997447,3,8,1.0000
11435997448,3,8,1.0000
11435997449,3,8,1.0000
11436260396,3,8,1.0000
11436260397,3,8,1.0000
11436260398,3,8,1.0000
11436260399,3,8,1.0000
11436266180,3,8,1.0000
11436266181,3,8,1.0000
11436266182,3,8,1.0000
11436266183,3,8,1.0000
11436266184,3,8,1.0000
11436266185,3,8,1.0000
11436266188,3,8,1.0000
11436266189,3,8,1.0000
11436266190,3,8,1.0000
11436266191,3,8,1.0000
11436266192,3,8,1.0000
11436266197,3,8,1.0000
11436266198,3,8,1.0000
11436266199,3,8,1.0000
11436266200,3,8,1.0000
11436266201,3,8,1.0000
11436266202,3,8,1.0000
11436266203,3,8,1.0000
11436266204,3,8,1.0000
11436266205,3,8,1.0000
11436266283,3,8,1.0000
11436266284,3,8,1.0000
11436266285,3,8,1.0000
11436266286,3,8,1.0000
11436266287,3,8,1.0000
11436266315,3,8,1.0000
11436266316,3,8,1.0000
11436266317,3,8,1.0000
11436266320,3,8,1.0000
11436266321,3,8,1.0000
11436266322,3,8,1.0000
11436266331,3,8,1.0000
11436266332,3,8,1.0000
11436266333,3,8,1.0000
11436266340,3,8,1.0000
11436266341,3,8,1.0000
11436266342,3,8,1.0000
11436266356,3,8,1.0000
11436266357,3,8,1.0000
11436266358,3,8,1.0000
11436266359,3,8,1.0000
11436266520,3,8,0.7500
11436266521,3,8,0.7500
11436266522,3,8,0.7500
11436266524,3,8,0.5000
11436266525,3,8,0.7500
11436266526,3,8,0.7500
11436266527,3,8,0.7500
11436266528,3,8,0.7500
11436266529,3,8,1.0000
11436266602,3,8,1.0000
11436266603,3,8,1.0000
11436266644,3,8,1.0000
11436266645,3,8,1.0000
11436266646,3,8,1.0000
11436266650,3,8,1.0000
11436266651,3,8,1.0000
11436266652,3,8,1.0000
11436266653,3,8,1.0000
11436266679,3,8,1.0000
11436266680,3,8,1.0000
11436266681,3,8,1.0000
11436266682,3,8,1.0000
11436266683,3,8,1.0000
11436266684,3,8,1.0000
11436266736,3,8,1.0000
11436266737,3,8,1.0000
11436266739,3,8,1.0000
11436266740,3,8,1.0000
11436266741,3,8,1.0000
11436266742,3,8,1.0000
11436266743,3,8,1.0000
11436266744,3,8,1.0000
11436266745,3,8,1.0000
11436266752,3,8,1.0000
11436266753,3,8,1.0000
11436266754,3,8,1.0000
11436266824,3,8,1.0000
11436266825,3,8,1.0000
11436266826,3,8,1.0000
11436266827,3,8,1.0000
11436266828,3,8,1.0000
11436266830,3,8,1.0000
11436266831,3,8,1.0000
11436266863,3,8,1.0000
11436266864,3,8,1.0000
11436266866,3,8,1.0000
11436266867,3,8,1.0000
11436266917,3,8,1.0000
11436266918,3,8,1.0000
11436266919,3,8,1.0000
11436266921,3,8,1.0000
11436266922,3,8,1.0000
11436266923,3,8,1.0000
11436266924,3,8,1.0000
11436266925,3,8,1.0000
11436266926,3,8,1.0000
11436266929,3,8,1.0000
11436266930,3,8,1.0000
11436266931,3,8,1.0000
11436266939,3,8,1.0000
11436266940,3,8,1.0000
11436266941,3,8,1.0000
11436267002,3,8,1.0000
11436267003,3,8,1.0000
11436267004,3,8,1.0000
11436267005,3,8,1.0000
11436267006,3,8,1.0000
11436267007,3,8,1.0000
11436267008,3,8,1.0000
11436267011,3,8,1.0000
11436267012,3,8,1.0000
11436267013,3,8,1.0000
11436267014,3,8,1.0000
11436267015,3,8,1.0000
11436267016,3,8,1.0000
11436596614,3,8,1.0000
11436596615,3,8,1.0000
11436596616,3,8,1.0000
11436596617,3,8,1.0000
11436609584,3,8,1.0000
11436609585,3,8,1.0000
11436609586,3,8,1.0000
11436609587,3,8,1.0000
11436609588,3,8,1.0000
11436609589,3,8,1.0000
11436609591,3,8,1.0000
11436609592,3,8,1.0000
11436609593,3,8,1.0000
11436609606,3,8,1.0000
11436609607,3,8,1.0000
11436609608,3,8,1.0000
11436609609,3,8,1.0000
11436609610,3,8,1.0000
11436609611,3,8,1.0000
11436609630,3,8,1.0000
11436609631,3,8,1.0000
11436609632,3,8,1.0000
11436609636,3,8,1.0000
11436609637,3,8,1.0000
11436609638,3,8,1.0000
11436609639,3,8,1.0000
11436609640,3,8,1.0000
11436609648,3,8,1.0000
11436609649,3,8,1.0000
11436609650,3,8,1.0000
11436609653,3,8,1.0000
11436609654,3,8,1.0000
11436609655,3,8,1.0000
11436610697,3,8,1.0000
11436610698,3,8,1.0000
11436610699,3,8,1.0000
11436610710,3,8,1.0000
11436610711,3,8,1.0000
11436610712,3,8,1.0000
11436610713,3,8,1.0000
11436610714,3,8,1.0000
11436610715,3,8,1.0000
11436610716,3,8,1.0000
11436610717,3,8,1.0000
11436610777,3,8,1.0000
11436610778,3,8,1.0000
11436610779,3,8,1.0000
11436610802,3,8,1.0000
11436610803,3,8,1.0000
11436610804,3,8,1.0000
11436610805,3,8,1.0000
11436610806,3,8,1.0000
11436610807,3,8,1.0000
11436610952,3,8,1.0000
11436610953,3,8,1.0000
11436610954,3,8,1.0000
11436610955,3,8,1.0000
11436610956,3,8,1.0000
11436610957,3,8,1.0000
11436610985,3,8,1.0000
11436610986,3,8,1.0000
11436610987,3,8,1.0000
11436611007,3,8,1.0000
11436611008,3,8,1.0000
11436611009,3,8,1.0000
11436611010,3,8,1.0000
11436611011,3,8,1.0000
11436611012,3,8,1.0000
11436611013,3,8,1.0000
11436611014,3,8,1.0000
11436611019,3,8,1.0000
11436611020,3,8,1.0000
11436611021,3,8,1.0000
11436611023,3,8,1.0000
11436611024,3,8,1.0000
11436611025,3,8,1.0000
11436611069,3,8,1.0000
11436611070,3,8,1.0000
11436611071,3,8,1.0000
11436611072,3,8,1.0000
11436611073,3,8,1.0000
11436611074,3,8,1.0000
11436611075,3,8,1.0000
11436611076,3,8,1.0000
11436611078,3,8,1.0000
11436611079,3,8,1.0000
11436611080,3,8,1.0000
11436611081,3,8,1.0000
11436611082,3,8,1.0000
11436611083,3,8,1.0000
11436611085,3,8,1.0000
11436611086,3,8,1.0000
11436611087,3,8,1.0000
11436611088,3,8,1.0000
11436611089,3,8,1.0000
11436611090,3,8,1.0000
11436611091,3,8,1.0000
11436611095,3,8,1.0000
11436611096,3,8,1.0000
11436611097,3,8,1.0000
11436611103,3,8,1.0000
11436611104,3,8,1.0000
11436611105,3,8,1.0000
11436611106,3,8,1.0000
11436611107,3,8,1.0000
11436611108,3,8,1.0000
11436611109,3,8,1.0000
11436611110,3,8,1.0000
11436611111,3,8,1.0000
11436611112,3,8,1.0000
11436611113,3,8,1.0000
11436611320,3,8,1.0000
11436611321,3,8,1.0000
11436611322,3,8,1.0000
11436611348,3,8,1.0000
11436611349,3,8,1.0000
11436611350,3,8,1.0000
11436611351,3,8,1.0000
11436611352,3,8,1.0000
11436611353,3,8,1.0000
11436611357,3,8,1.0000
11436611358,3,8,1.0000
11436611359,3,8,1.0000
11436611360,3,8,1.0000
11436611361,3,8,1.0000
11436611362,3,8,1.0000
11436611363,3,8,1.0000
11436611364,3,8,1.0000
11436611365,3,8,1.0000
11435810926,3,9,1.0000
11435810927,3,9,0.5000
11435810928,3,9,0.0000
11435810929,3,9,0.0000
11435810930,3,9,0.0000
11435810931,3,9,0.0000
11435811010,3,9,0.0000
11435811011,3,9,0.0000
11435811013,3,9,0.2500
11435811014,3,9,0.0000
11435811015,3,9,0.0000
11435811020,3,9,1.0000
11435811021,3,9,1.0000
11435811022,3,9,1.0000
11435989729,3,9,0.0000
11435989730,3,9,0.0000
11435989739,3,9,0.0000
11435989740,3,9,0.0000
11435989741,3,9,0.2500
11435989742,3,9,1.0000
11435989743,3,9,1.0000
11435989744,3,9,1.0000
11435989746,3,9,1.0000
11435989747,3,9,1.0000
11435989748,3,9,1.0000
11435989749,3,9,1.0000
11435989750,3,9,1.0000
11435989751,3,9,1.0000
11435996877,3,9,1.0000
11435996878,3,9,0.7500
11435996879,3,9,0.0000
11435996880,3,9,0.0000
11435996881,3,9,0.0000
11435996882,3,9,0.0000
11435996884,3,9,0.0000
11435996885,3,9,0.0000
11435996886,3,9,0.0000
11435996911,3,9,1.0000
11435996912,3,9,1.0000
11435996913,3,9,1.0000
11435996914,3,9,0.7500
11435996915,3,9,1.0000
11435996916,3,9,1.0000
11435996917,3,9,0.2500
11435996918,3,9,0.5000
11435996919,3,9,1.0000
11435996920,3,9,1.0000
11435996921,3,9,1.0000
11435996922,3,9,1.0000
11435996923,3,9,1.0000
11435996924,3,9,1.0000
11435996925,3,9,1.0000
11435996926,3,9,1.0000
11435996927,3,9,1.0000
11435996928,3,9,1.0000
11435996929,3,9,0.0000
11435996930,3,9,0.0000
11435996931,3,9,0.0000
11435996932,3,9,0.7500
11435996933,3,9,0.0000
11435996934,3,9,1.0000
11435996935,3,9,1.0000
11435996936,3,9,0.0000
11435996937,3,9,0.0000
11435996938,3,9,0.0000
11435996939,3,9,0.0000
11435996940,3,9,0.0000
11435996941,3,9,0.0000
11435996942,3,9,0.0000
11435996943,3,9,0.0000
11435996944,3,9,0.0000
11435996959,3,9,0.0000
11435996960,3,9,0.0000
11435996961,3,9,0.0000
11435996962,3,9,0.0000
11435996969,3,9,0.0000
11435996970,3,9,0.5000
11435996971,3,9,0.0000
11435996972,3,9,0.0000
11435996973,3,9,1.0000
11435996974,3,9,1.0000
11435996975,3,9,1.0000
11435996976,3,9,1.0000
11435997020,3,9,0.0000
11435997021,3,9,0.0000
11435997022,3,9,0.0000
11435997023,3,9,0.0000
11435997024,3,9,0.0000
11435997046,3,9,0.0000
11435997047,3,9,0.0000
11435997048,3,9,0.0000
11435997049,3,9,0.0000
11435997050,3,9,0.0000
11435997051,3,9,0.0000
11435997052,3,9,0.0000
11435997053,3,9,0.0000
11435997054,3,9,0.0000
11435997055,3,9,0.0000
11435997058,3,9,0.0000
11435997059,3,9,1.0000
11435997060,3,9,0.0000
11435997061,3,9,0.0000
11435997062,3,9,1.0000
11435997063,3,9,0.0000
11435997064,3,9,0.0000
11435997065,3,9,0.0000
11435997066,3,9,1.0000
11435997067,3,9,0.0000
11435997068,3,9,1.0000
11435997095,3,9,0.0000
11435997096,3,9,1.0000
11435997097,3,9,1.0000
11435997102,3,9,0.0000
11435997103,3,9,0.0000
11435997104,3,9,0.7500
11435997149,3,9,0.0000
11435997150,3,9,0.0000
11435997151,3,9,1.0000
11435997241,3,9,1.0000
11435997242,3,9,1.0000
11435997243,3,9,1.0000
11435997244,3,9,1.0000
11435997245,3,9,1.0000
11435997250,3,9,1.0000
11435997251,3,9,1.0000
11435997252,3,9,1.0000
11435997431,3,9,0.0000
11435997432,3,9,0.0000
11435997433,3,9,0.0000
11435997434,3,9,0.0000
11435997435,3,9,0.0000
11435997436,3,9,0.0000
11435997437,3,9,0.0000
11435997438,3,9,0.0000
11435997439,3,9,0.0000
11435997440,3,9,0.0000
11435997441,3,9,0.0000
11435997442,3,9,0.0000
11435997443,3,9,0.0000
11435997444,3,9,0.0000
11435997445,3,9,0.0000
11435997446,3,9,0.0000
11435997447,3,9,0.0000
11435997448,3,9,0.0000
11435997449,3,9,0.0000
11436260396,3,9,1.0000
11436260397,3,9,1.0000
11436260398,3,9,1.0000
11436260399,3,9,1.0000
11436266180,3,9,0.0000
11436266181,3,9,0.0000
11436266182,3,9,0.0000
11436266183,3,9,0.0000
11436266184,3,9,0.0000
11436266185,3,9,0.0000
11436266188,3,9,0.0000
11436266189,3,9,0.0000
11436266190,3,9,0.0000
11436266191,3,9,0.0000
11436266192,3,9,0.0000
11436266197,3,9,1.0000
11436266198,3,9,1.0000
11436266199,3,9,0.2500
11436266200,3,9,0.0000
11436266201,3,9,0.0000
11436266202,3,9,0.0000
11436266203,3,9,0.0000
11436266204,3,9,0.0000
11436266205,3,9,0.0000
11436266283,3,9,1.0000
11436266284,3,9,1.0000
11436266285,3,9,1.0000
11436266286,3,9,1.0000
11436266287,3,9,1.0000
11436266315,3,9,0.5000
11436266316,3,9,0.2500
11436266317,3,9,0.0000
11436266320,3,9,0.0000
11436266321,3,9,0.0000
11436266322,3,9,0.0000
11436266331,3,9,0.0000
11436266332,3,9,0.0000
11436266333,3,9,0.0000
11436266340,3,9,0.0000
11436266341,3,9,0.0000
11436266342,3,9,0.0000
11436266356,3,9,0.0000
11436266357,3,9,0.0000
11436266358,3,9,0.0000
11436266359,3,9,0.0000
11436266520,3,9,0.0000
11436266521,3,9,0.0000
11436266522,3,9,0.0000
11436266524,3,9,0.0000
11436266525,3,9,0.0000
11436266526,3,9,0.0000
11436266527,3,9,0.7500
11436266528,3,9,0.0000
11436266529,3,9,0.0000
11436266602,3,9,0.0000
11436266603,3,9,1.0000
11436266644,3,9,1.0000
11436266645,3,9,1.0000
11436266646,3,9,0.5000
11436266650,3,9,1.0000
11436266651,3,9,1.0000
11436266652,3,9,1.0000
11436266653,3,9,1.0000
11436266679,3,9,1.0000
